,Tag Id,Test Date,Ambient Bias mVdc,Max Deviation from Amb mVdc,Min Deviation from Amb mVdc,Pk-Pk mVdc,Max Deviation after Calibration,Min Deviation after Calibration,Meets -105 temp spec,Meets -106 temp spec,-105 Post-Calibration meets temp spec,-106 Post-Calibration meets temp spec,,,,,,
499,J7412,4/13/2021 10:35,-8.767093,9.936592,-4.776017,14.712609,1.382238446,-2.177571221,FALSE,FALSE,FALSE,FALSE,,,,,,
500,J7413,4/13/2021 10:35,-8.52005,8.53007231,-3.72295,12.25302231,1.342953403,-1.904691541,FALSE,FALSE,TRUE,FALSE,,,,,,
501,J7414,4/13/2021 10:35,0.07539283,8.87429717,-4.53619783,13.410495,1.291884084,-2.138028749,FALSE,FALSE,FALSE,FALSE,,,,,,
502,J7415,4/13/2021 10:35,-1.356502,6.16716,-2.945039,9.112199,1.279795961,-2.025121344,FALSE,FALSE,FALSE,FALSE,,,,,,
503,J7411,4/13/2021 10:35,-0.01709149,13.85690149,-5.28216551,19.139067,1.486882475,-2.287985524,FALSE,FALSE,FALSE,FALSE,,,,,,
504,J7410,4/13/2021 10:35,-3.272088,1.256529,-0.442813,1.699342,1.009012548,-1.069082458,TRUE,FALSE,TRUE,FALSE,,,,,,
505,J7388,4/12/2021 21:15,-3.595387,5.420882,-4.445257,9.866139,0.504449683,-1.533230944,FALSE,FALSE,TRUE,FALSE,,,,,,
506,J7398,4/12/2021 21:15,12.53784,4.64026,-11.023033,15.663293,0.818990477,-1.023494178,FALSE,FALSE,TRUE,FALSE,,,,,,
507,J7404,4/12/2021 21:15,6.643796,3.075281,-2.049716,5.124997,0.260563367,-0.455427485,FALSE,FALSE,TRUE,TRUE,,,,,,
508,J7394,4/12/2021 21:15,-5.503006,4.078769,-10.221054,14.299823,0.867637236,-1.095780918,FALSE,FALSE,TRUE,FALSE,,,,,,
509,J7392,4/12/2021 21:15,11.08661,5.07957,-11.9967046,17.0762746,1.177080593,-1.44481932,FALSE,FALSE,TRUE,FALSE,,,,,,
510,J7393,4/12/2021 10:32,-1.884486,2.916296,-2.135305,5.051601,0.726517345,-1.300919607,FALSE,FALSE,TRUE,FALSE,,,,,,
511,J7389,4/12/2021 10:26,-0.5875222,1.9435442,-0.6762928,2.619837,0.807936557,-0.966386074,TRUE,FALSE,TRUE,FALSE,,,,,,
512,J7243,4/12/2021 10:26,9.766593,0.231187,-0.843124,1.074311,0.280576409,-0.415708107,TRUE,FALSE,TRUE,TRUE,,,,,,
513,J7330,4/12/2021 10:26,2.725457,5.692407,-13.239457,18.931864,0.818866614,-0.685560627,FALSE,FALSE,TRUE,FALSE,,,,,,
514,J7387,4/12/2021 10:26,4.689246,7.779224,-3.8118621,11.5910861,0.873118632,-1.353354921,FALSE,FALSE,TRUE,FALSE,,,,,,
515,J7276,4/12/2021 10:26,9.915347,1.152233,-3.748824,4.901057,0.227598793,-0.368025951,FALSE,FALSE,TRUE,TRUE,,,,,,
516,J7405,4/12/2021 10:26,3.016157,0.918731,-2.1574184,3.0761494,0.770347773,-0.803194273,FALSE,FALSE,TRUE,FALSE,,,,,,
517,J7406,4/12/2021 10:26,-3.756069,4.759109,-2.266714,7.025823,1.352635061,-1.913090745,FALSE,FALSE,TRUE,FALSE,,,,,,
518,J7401,4/12/2021 10:26,0.586452,7.261086,-3.341565,10.602651,1.674362234,-2.624072547,FALSE,FALSE,FALSE,FALSE,,,,,,
519,J7402,4/12/2021 10:26,7.23004,2.569483,-1.22378,3.793263,1.958845615,-2.725430325,FALSE,FALSE,FALSE,FALSE,,,,,,
520,J7403,4/12/2021 10:26,5.05127,2.370678,-4.6492709,7.0199489,1.802040751,-1.859955766,FALSE,FALSE,TRUE,FALSE,,,,,,
521,J7399,4/12/2021 10:26,4.218295,0.959064,-0.916284,1.875348,0.846720519,-1.312685133,TRUE,FALSE,TRUE,FALSE,,,,,,
522,J7400,4/12/2021 10:26,0.3784717,1.7934323,-1.2030693,2.9965016,1.41702879,-1.565143327,TRUE,FALSE,TRUE,FALSE,,,,,,
523,J7328,4/9/2021 23:38,-13.62857,2.13899,-7.90913,10.04812,0.553011211,-1.082197944,FALSE,FALSE,TRUE,FALSE,,,,,,
524,J7345,4/9/2021 23:38,-4.760359,11.921208,-6.356321,18.277529,0.488840346,-0.915999952,FALSE,FALSE,TRUE,FALSE,,,,,,
525,J7385,4/9/2021 23:38,5.985242,0.86737,-0.70185,1.56922,0.696055085,-0.971334151,TRUE,FALSE,TRUE,FALSE,,,,,,
526,J7375,4/9/2021 23:38,34.84082,12.63929,-5.70229,18.34158,0.762882121,-1.317117269,FALSE,FALSE,TRUE,FALSE,,,,,,
527,J7373,4/9/2021 13:12,1.061923,2.517689,-5.240939,7.758628,1.310597816,-1.251074631,FALSE,FALSE,TRUE,FALSE,,,,,,
528,J7374,4/9/2021 13:12,-1.04126,13.26303,-6.317142,19.580172,0.693511974,-1.267361546,FALSE,FALSE,TRUE,FALSE,,,,,,
529,J7376,4/9/2021 13:12,-1.375133,3.184137,-1.18721,4.371347,0.464718523,-0.775174679,FALSE,FALSE,TRUE,FALSE,,,,,,
530,J7377,4/9/2021 13:12,6.723662,6.682478,-3.133942,9.81642,1.542059604,-2.30482484,FALSE,FALSE,FALSE,FALSE,,,,,,
531,J7369,4/9/2021 13:12,3.265931,4.771941,-1.722693,6.494634,1.168819445,-1.625978712,FALSE,FALSE,TRUE,FALSE,,,,,,
532,J7370,4/9/2021 13:12,-2.835818,7.727916,-2.756371,10.484287,1.290429213,-1.826934811,FALSE,FALSE,TRUE,FALSE,,,,,,
533,J7371,4/9/2021 13:12,-8.734169,4.119257,-1.233365,5.352622,1.79773042,-2.445552994,FALSE,FALSE,FALSE,FALSE,,,,,,
534,J7367,4/9/2021 13:12,12.84706,4.76582,-10.760079,15.525899,0.747629112,-0.532438636,FALSE,FALSE,TRUE,FALSE,,,,,,
535,J7332,4/9/2021 13:12,-0.09291859,17.92294859,-9.20149541,27.124444,1.388258666,-1.930132287,FALSE,FALSE,TRUE,FALSE,,,,,,
536,J7339,4/9/2021 13:12,-3.634963,0.382355,-0.776958,1.159313,0.413941521,-0.535154366,TRUE,FALSE,TRUE,FALSE,,,,,,
537,J7331,4/9/2021 13:12,-17.22646,13.057803,-6.66195,19.719753,1.184109143,-2.08534859,FALSE,FALSE,FALSE,FALSE,,,,,,
538,J7333,4/9/2021 13:12,-5.741446,5.82746346,-3.810037,9.63750046,0.923740029,-1.603558104,FALSE,FALSE,TRUE,FALSE,,,,,,
539,J7386,4/9/2021 12:39,2.520344,13.435166,-6.684182,20.119348,1.011024178,-1.735421913,FALSE,FALSE,TRUE,FALSE,,,,,,
540,J7383,4/9/2021 12:39,4.305426,7.667164,-3.5535386,11.2207026,1.363013719,-2.346885434,FALSE,FALSE,FALSE,FALSE,,,,,,
541,J7384,4/9/2021 12:39,-6.028312,4.500791,-1.509338,6.010129,1.350373738,-1.838296019,FALSE,FALSE,TRUE,FALSE,,,,,,
542,J7379,4/9/2021 12:39,-3.551183,8.929728,-3.821016,12.750744,1.653748783,-2.859488193,FALSE,FALSE,FALSE,FALSE,,,,,,
543,J7380,4/9/2021 12:39,2.49729,2.315766,-1.20602,3.521786,1.430623344,-1.99436737,FALSE,FALSE,TRUE,FALSE,,,,,,
544,J7378,4/9/2021 12:39,2.129225,6.675243,-2.33731,9.012553,1.724277212,-2.465749661,FALSE,FALSE,FALSE,FALSE,,,,,,
545,J7334,4/8/2021 20:47,-4.058787,0.365607,-0.399165,0.764772,0.322271965,-0.421604265,TRUE,TRUE,TRUE,TRUE,,,,,,
546,J7350,4/8/2021 20:47,2.919723,5.057481,-2.4095065,7.4669875,0.289624248,-0.336965956,FALSE,FALSE,TRUE,TRUE,,,,,,
547,J7358,4/8/2021 10:14,6.208258,4.976682,-2.231463,7.208145,0.846057139,-1.213246803,FALSE,FALSE,TRUE,FALSE,,,,,,
548,J7361,4/8/2021 10:14,3.213903,11.566477,-4.384889,15.951366,1.775531877,-2.472484169,FALSE,FALSE,FALSE,FALSE,,,,,,
549,J7362,4/8/2021 10:14,3.378802,6.998298,-3.1469761,10.1452741,1.232359847,-2.026348443,FALSE,FALSE,FALSE,FALSE,,,,,,
550,J7348,4/8/2021 10:14,-6.600804,1.684983,-1.604799,3.289782,1.461108842,-1.59235954,TRUE,FALSE,TRUE,FALSE,,,,,,
551,J7351,4/8/2021 10:14,-0.710928,7.918963,-3.112088,11.031051,0.608209884,-0.892291183,FALSE,FALSE,TRUE,FALSE,,,,,,
552,J7357,4/8/2021 10:14,-4.033082,4.3284528,-2.120801,6.4492538,0.928736472,-1.396931891,FALSE,FALSE,TRUE,FALSE,,,,,,
553,J7360,4/8/2021 10:14,-3.614633,7.46563,-3.624315,11.089945,0.854261644,-1.189371746,FALSE,FALSE,TRUE,FALSE,,,,,,
554,J7349,4/8/2021 10:14,-3.383372,8.735137,-3.632925,12.368062,1.385639528,-2.004124139,FALSE,FALSE,FALSE,FALSE,,,,,,
555,J7359,4/8/2021 10:14,4.153726,8.789374,-3.2875848,12.0769588,1.602885612,-2.359460114,FALSE,FALSE,FALSE,FALSE,,,,,,
556,J7352,4/8/2021 10:14,5.404132,1.589763,-0.6974,2.287163,0.550227381,-0.592202071,TRUE,FALSE,TRUE,FALSE,,,,,,
557,J7354,4/8/2021 10:14,3.33952,7.52321,-3.6043177,11.1275277,0.500566333,-0.563185844,FALSE,FALSE,TRUE,FALSE,,,,,,
558,J7355,4/8/2021 10:14,-3.524647,6.259669,-3.273076,9.532745,1.310582053,-1.833892101,FALSE,FALSE,TRUE,FALSE,,,,,,
559,J7356,4/8/2021 10:14,-1.859877,13.167517,-6.575065,19.742582,1.215334177,-1.831082231,FALSE,FALSE,TRUE,FALSE,,,,,,
560,J7347,4/8/2021 10:14,3.927737,1.735332,-2.658302,4.393634,0.755067986,-0.468985003,FALSE,FALSE,TRUE,FALSE,,,,,,
561,J7353,4/8/2021 10:14,0.004512757,0.932958643,-1.146306757,2.0792654,0.930990201,-1.063330733,TRUE,FALSE,TRUE,FALSE,,,,,,
562,J7363,4/8/2021 10:14,10.07425,2.3338,-1.601462,3.935262,1.997242816,-2.172644659,FALSE,FALSE,FALSE,FALSE,,,,,,
563,J7364,4/8/2021 10:14,-2.170604,7.803262,-2.119411,9.922673,1.870507311,-2.004082585,FALSE,FALSE,FALSE,FALSE,,,,,,
564,J7338,4/7/2021 23:32,-5.959121,11.571639,-5.278069,16.849708,0.358504707,-0.360081001,FALSE,FALSE,TRUE,TRUE,,,,,,
565,J7343,4/7/2021 12:15,3.80421,5.564237,-1.879139,7.443376,1.064271544,-1.363572253,FALSE,FALSE,TRUE,FALSE,,,,,,
566,J7337,4/7/2021 12:15,0.1555897,6.0583563,-1.8636077,7.921964,1.639180317,-2.152765975,FALSE,FALSE,FALSE,FALSE,,,,,,
567,J7341,4/7/2021 12:15,-4.330574,6.441445,-2.54097,8.982415,1.712471941,-2.062582221,FALSE,FALSE,FALSE,FALSE,,,,,,
568,J7329,4/7/2021 12:15,1.921122,8.695698,-4.483065,13.178763,1.089567581,-2.01650308,FALSE,FALSE,FALSE,FALSE,,,,,,
569,J7340,4/7/2021 12:15,0.4396962,6.6745318,-3.0564282,9.73096,1.257225021,-1.961204269,FALSE,FALSE,TRUE,FALSE,,,,,,
570,J7327,4/7/2021 12:15,-2.561552,3.1932275,-0.890517,4.0837445,1.005084893,-0.9407366,FALSE,FALSE,TRUE,FALSE,,,,,,
571,J7335,4/7/2021 12:15,-3.5856,4.934342,-2.001314,6.935656,1.347520486,-1.902988467,FALSE,FALSE,TRUE,FALSE,,,,,,
572,J7105,4/7/2021 12:10,5.827724,0.399287,-0.472211,0.871498,0.405586322,-0.50668086,TRUE,TRUE,TRUE,FALSE,,,,,,
573,J7106,4/7/2021 12:10,2.856511,0.582314,-0.48776,1.070074,0.262731695,-0.397550705,TRUE,FALSE,TRUE,TRUE,,,,,,
574,J7240,4/7/2021 12:10,4.735315,10.961995,-5.6192863,16.5812813,1.153331642,-1.530880957,FALSE,FALSE,TRUE,FALSE,,,,,,
575,J7336,4/7/2021 12:10,4.689274,7.249006,-3.080241,10.329247,1.088730768,-1.640688219,FALSE,FALSE,TRUE,FALSE,,,,,,
576,J7249,4/7/2021 12:10,2.576063,8.607257,-3.3101373,11.9173943,0.856384327,-1.31314422,FALSE,FALSE,TRUE,FALSE,,,,,,
577,J7342,4/7/2021 12:10,-9.053941,9.5021469,-3.624059,13.1262059,1.239832012,-1.828337055,FALSE,FALSE,TRUE,FALSE,,,,,,
578,J7346,4/7/2021 12:10,-1.32301,6.941368,-2.534097,9.475465,1.113517707,-1.490249431,FALSE,FALSE,TRUE,FALSE,,,,,,
579,J7244,4/7/2021 12:10,4.977196,7.542984,-2.446952,9.989936,1.327892578,-1.052278335,FALSE,FALSE,TRUE,FALSE,,,,,,
580,J7271,4/7/2021 12:10,5.991963,2.413613,-1.580725,3.994338,0.321357055,-0.36991037,FALSE,FALSE,TRUE,TRUE,,,,,,
581,J7277,4/7/2021 12:10,0.04062389,1.56960211,-6.03092189,7.600524,0.837477048,-1.04804164,FALSE,FALSE,TRUE,FALSE,,,,,,
582,J7270,4/6/2021 20:57,3.1693,1.690267,-0.327246,2.017513,1.094237136,-1.558248331,TRUE,FALSE,TRUE,FALSE,,,,,,
583,J7273,4/6/2021 20:57,3.883542,12.769348,-5.930648,18.699996,1.088105364,-1.636794121,FALSE,FALSE,TRUE,FALSE,,,,,,
584,J7275,4/6/2021 20:57,4.257406,2.455489,-1.132467,3.587956,1.332725059,-1.755147404,FALSE,FALSE,TRUE,FALSE,,,,,,
585,J7278,4/6/2021 20:57,8.186625,3.022335,-8.09049132,11.11282632,1.492456407,-1.938738563,FALSE,FALSE,TRUE,FALSE,,,,,,
586,J7261,4/6/2021 20:57,4.450492,0.709825,-1.522673,2.232498,0.297975183,-0.491941054,TRUE,FALSE,TRUE,TRUE,,,,,,
587,J7266,4/6/2021 20:57,-0.947155,12.920225,-6.766738,19.686963,0.984989024,-1.612903875,FALSE,FALSE,TRUE,FALSE,,,,,,
588,J7269,4/6/2021 20:57,46.47392,4.21886,-2.24295,6.46181,0.419438373,-0.654292695,FALSE,FALSE,TRUE,FALSE,,,,,,
589,J7272,4/6/2021 20:57,0.1216221,1.6321809,-1.1750511,2.807232,1.24683319,-1.54187889,TRUE,FALSE,TRUE,FALSE,,,,,,
590,J7274,4/6/2021 20:57,-9.75813,11.759965,-4.79703,16.556995,0.77864897,-1.114229093,FALSE,FALSE,TRUE,FALSE,,,,,,
591,J7061,4/6/2021 8:48,9.179767,0.066844,-1.234824,1.301668,0.336404406,-0.806732009,TRUE,FALSE,TRUE,FALSE,,,,,,
592,J7107,4/6/2021 8:48,-7.71586,0.297829,-0.859353,1.157182,0.396628942,-0.386803756,TRUE,FALSE,TRUE,TRUE,,,,,,
593,J7260,4/6/2021 8:48,-2.981073,0.863231,-0.60437,1.467601,0.744010984,-0.937757544,TRUE,FALSE,TRUE,FALSE,,,,,,
594,J7265,4/6/2021 8:48,5.791031,6.044279,-3.439341,9.48362,0.761376378,-1.510764065,FALSE,FALSE,TRUE,FALSE,,,,,,
595,J7264,4/6/2021 8:48,8.204348,3.957432,-1.688645,5.646077,0.664922646,-0.827285416,FALSE,FALSE,TRUE,FALSE,,,,,,
596,J7267,4/6/2021 8:48,3.734886,11.060434,-5.129965,16.190399,0.450311141,-0.714888071,FALSE,FALSE,TRUE,FALSE,,,,,,
597,J7268,4/6/2021 8:48,3.846352,8.251318,-4.0903895,12.3417075,0.533628914,-1.170672513,FALSE,FALSE,TRUE,FALSE,,,,,,
598,J7223,4/6/2021 8:48,-9.804258,1.313059,-2.744082,4.057141,0.45206618,-1.475479902,FALSE,FALSE,TRUE,FALSE,,,,,,
599,J7228,4/6/2021 8:48,2.279251,0.318872,-1.149363,1.468235,0.673012901,-0.627391724,TRUE,FALSE,TRUE,FALSE,,,,,,
600,J7229,4/6/2021 8:48,3.343057,0.837713,-2.7720663,3.6097793,0.804510013,-0.875591067,FALSE,FALSE,TRUE,FALSE,,,,,,
601,J7221,4/6/2021 8:48,-13.02649,3.787858,-2.73589,6.523748,0.443019756,-0.883038833,FALSE,FALSE,TRUE,FALSE,,,,,,
602,J7259,4/6/2021 8:48,4.478452,8.528318,-4.1530059,12.6813239,1.12378806,-1.863884658,FALSE,FALSE,TRUE,FALSE,,,,,,
603,J7248,4/6/2021 8:48,8.091518,0.81393,-1.460645,2.274575,0.356725442,-0.806106621,TRUE,FALSE,TRUE,FALSE,,,,,,
604,J7234,4/6/2021 8:48,-3.505151,1.098235,-2.34913,3.447365,0.777360647,-1.55832699,FALSE,FALSE,TRUE,FALSE,,,,,,
605,J7099,4/5/2021 17:34,12.28066,0.53514,-0.33085,0.86599,0.434205147,-0.51930405,TRUE,FALSE,TRUE,FALSE,,,,,,
606,J7102,4/5/2021 17:34,15.00047,1.16854,-0.74241,1.91095,0.652319882,-0.815834599,TRUE,FALSE,TRUE,FALSE,,,,,,
607,J7103,4/5/2021 17:34,1.620093,0.609071,-0.6644264,1.2734974,0.380598604,-0.5820248,TRUE,FALSE,TRUE,FALSE,,,,,,
608,J7100,4/5/2021 17:34,-0.8122986,0.6264546,-0.5524634,1.178918,0.427137764,-0.617894244,TRUE,FALSE,TRUE,FALSE,,,,,,
609,J7101,4/5/2021 17:34,7.034234,0.683365,-0.29925,0.982615,0.597099551,-0.44998806,TRUE,FALSE,TRUE,FALSE,,,,,,
610,J7094,4/5/2021 17:34,2.790443,0.927219,-1.8009249,2.7281439,0.505819531,-0.385208648,TRUE,FALSE,TRUE,FALSE,,,,,,
611,J7098,4/5/2021 17:34,6.531578,0.143677,-0.790304,0.933981,0.257235557,-0.554923311,TRUE,FALSE,TRUE,FALSE,,,,,,
612,J7054,4/5/2021 17:34,11.83882,0.82622,-1.46129,2.28751,0.785037596,-1.416644773,TRUE,FALSE,TRUE,FALSE,,,,,,
613,J7057,4/5/2021 17:34,17.05325,0.64249,-1.69487,2.33736,0.801871916,-1.53121683,TRUE,FALSE,TRUE,FALSE,,,,,,
614,J7096,4/5/2021 17:34,3.822711,0.510944,-0.567595,1.078539,0.516727111,-0.600921974,TRUE,FALSE,TRUE,FALSE,,,,,,
615,J7097,4/5/2021 17:34,1.979692,0.178847,-0.787227,0.966074,0.271561121,-0.616526745,TRUE,FALSE,TRUE,FALSE,,,,,,
616,J7250,4/2/2021 21:53,3.291914,3.032315,-2.4383477,5.4706627,0.383930936,-0.622556518,FALSE,FALSE,TRUE,FALSE,,,,,,
617,J7252,4/2/2021 21:53,-0.450215,4.24355,-4.071823,8.315373,0.801141003,-1.661951465,FALSE,FALSE,TRUE,FALSE,,,,,,
618,J7254,4/2/2021 21:53,-6.07313,5.4224192,-2.370531,7.7929502,0.51896857,-0.428785465,FALSE,FALSE,TRUE,FALSE,,,,,,
619,J7198,4/2/2021 21:53,8.937188,4.754252,-9.7372898,14.4915418,1.075605258,-1.091302035,FALSE,FALSE,TRUE,FALSE,,,,,,
620,J7179,4/2/2021 21:53,-1.621704,1.0492436,-5.337154,6.3863976,0.523078862,-1.135946709,FALSE,FALSE,TRUE,FALSE,,,,,,
621,J7257,4/2/2021 9:03,4.216387,3.608364,-2.964499,6.572863,0.835776563,-1.533004035,FALSE,FALSE,TRUE,FALSE,,,,,,
622,J7251,4/2/2021 9:03,-4.651671,4.5188044,-3.098686,7.6174904,1.512750554,-2.27617279,FALSE,FALSE,FALSE,FALSE,,,,,,
623,J7183,4/2/2021 9:03,3.679178,6.054925,-2.7949872,8.8499122,0.386414507,-0.317508467,FALSE,FALSE,TRUE,TRUE,,,,,,
624,J7253,4/2/2021 9:03,2.084325,7.711717,-3.894299,11.606016,1.648622774,-2.571173517,FALSE,FALSE,FALSE,FALSE,,,,,,
625,J7258,4/2/2021 9:03,-4.469131,4.51885839,-1.942904,6.46176239,0.299868157,-0.38293564,FALSE,FALSE,TRUE,TRUE,,,,,,
626,J7255,4/2/2021 9:03,2.67718,1.628698,-1.576732,3.20543,1.454035263,-2.013817361,TRUE,FALSE,FALSE,FALSE,,,,,,
627,J7256,4/2/2021 9:03,5.403046,7.323204,-3.097146,10.42035,1.639949058,-2.436367774,FALSE,FALSE,FALSE,FALSE,,,,,,
628,J7238,4/1/2021 10:15,7.759179,14.759601,-7.943025,22.702626,0.902423753,-1.557925912,FALSE,FALSE,TRUE,FALSE,,,,,,
629,J7232,4/1/2021 10:15,-4.878562,14.379969,-7.479468,21.859437,1.024719668,-1.40579326,FALSE,FALSE,TRUE,FALSE,,,,,,
630,J7231,4/1/2021 10:15,-1.214394,8.612621,-4.075006,12.687627,0.998798854,-1.324689629,FALSE,FALSE,TRUE,FALSE,,,,,,
631,J7225,4/1/2021 0:09,-1.683178,13.612918,-7.439728,21.052646,0.960690735,-1.411436612,FALSE,FALSE,TRUE,FALSE,,,,,,
632,J7220,4/1/2021 0:09,1.10423,8.86843,-4.305555,13.173985,0.582267507,-0.923111943,FALSE,FALSE,TRUE,FALSE,,,,,,
633,J7247,4/1/2021 0:09,2.40834,4.512237,-1.9449745,6.4572115,0.456507423,-0.401215093,FALSE,FALSE,TRUE,TRUE,,,,,,
634,J7245,4/1/2021 0:09,-3.11159,7.412901,-3.595727,11.008628,1.557212203,-2.479156899,FALSE,FALSE,FALSE,FALSE,,,,,,
635,J7246,4/1/2021 0:09,-2.193881,7.032881,-3.160551,10.193432,0.844104774,-1.280522546,FALSE,FALSE,TRUE,FALSE,,,,,,
636,J7237,3/31/2021 18:06,-2.314068,18.935638,-10.405152,29.34079,1.106786635,-1.598740016,FALSE,FALSE,TRUE,FALSE,,,,,,
637,J7241,3/31/2021 18:06,11.5832,18.55279,-9.628708,28.181498,1.049243842,-1.742377437,FALSE,FALSE,TRUE,FALSE,,,,,,
638,J7242,3/31/2021 18:06,12.65307,23.76885,-11.8289046,35.5977546,1.329137082,-1.763805425,FALSE,FALSE,TRUE,FALSE,,,,,,
639,J7239,3/31/2021 18:06,4.631461,17.512019,-9.27321,26.785229,1.18140145,-1.794869269,FALSE,FALSE,TRUE,FALSE,,,,,,
640,J7227,3/31/2021 18:06,1.287728,7.84809,-4.573719,12.421809,0.927547453,-1.790330183,FALSE,FALSE,TRUE,FALSE,,,,,,
641,J7230,3/31/2021 18:06,9.917288,9.858802,-5.05908,14.917882,1.474764587,-2.178153377,FALSE,FALSE,FALSE,FALSE,,,,,,
642,J7143,3/31/2021 18:06,-2.537408,6.709287,-3.998127,10.707414,0.605515835,-0.89651918,FALSE,FALSE,TRUE,FALSE,,,,,,
643,J7149,3/31/2021 18:06,6.978821,2.402978,-3.12294,5.525918,0.687176892,-1.507551545,FALSE,FALSE,TRUE,FALSE,,,,,,
644,J7235,3/31/2021 18:06,3.124791,5.540201,-3.15338286,8.69358386,1.000950806,-1.667148303,FALSE,FALSE,TRUE,FALSE,,,,,,
645,J7236,3/31/2021 18:06,-3.195399,9.160033,-3.653425,12.813458,1.266638047,-1.741091066,FALSE,FALSE,TRUE,FALSE,,,,,,
646,J7233,3/31/2021 18:06,3.704951,8.813139,-4.3170548,13.1301938,0.808791069,-1.56258151,FALSE,FALSE,TRUE,FALSE,,,,,,
647,J7224,3/31/2021 14:09,1.050509,1.24354,-0.427109,1.670649,0.906247333,-1.207190191,TRUE,FALSE,TRUE,FALSE,,,,,,
648,J7226,3/31/2021 14:09,-3.227578,8.225713,-5.171978,13.397691,1.466323225,-2.34116687,FALSE,FALSE,FALSE,FALSE,,,,,,
649,J7219,3/31/2021 14:09,1.991884,10.872186,-6.337802,17.209988,1.332840672,-2.53744139,FALSE,FALSE,FALSE,FALSE,,,,,,
650,J7209,3/30/2021 22:15,1.692043,7.573366,-3.616404,11.18977,0.582000825,-0.785842498,FALSE,FALSE,TRUE,FALSE,,,,,,
651,J7218,3/30/2021 12:26,-2.081309,0.568975,-1.0378,1.606775,0.38001719,-0.693097659,TRUE,FALSE,TRUE,FALSE,,,,,,
652,J7112,3/30/2021 12:26,2.685419,15.297421,-7.581387,22.878808,0.788761113,-1.007206378,FALSE,FALSE,TRUE,FALSE,,,,,,
653,J7211,3/30/2021 12:26,3.608776,8.205554,-4.2146531,12.4202071,0.769761455,-1.160303539,FALSE,FALSE,TRUE,FALSE,,,,,,
654,J7139,3/30/2021 0:28,-9.189356,0.778922,-3.358464,4.137386,0.408628731,-0.57691385,FALSE,FALSE,TRUE,FALSE,,,,,,
655,J7104,3/29/2021 19:19,3.794398,5.528756,-2.657464,8.18622,0.177227412,-0.202870944,FALSE,FALSE,TRUE,TRUE,,,,,,
656,J7113,3/29/2021 19:19,6.009261,3.16384,-2.601687,5.765527,0.972429658,-1.487100589,FALSE,FALSE,TRUE,FALSE,,,,,,
657,J7215,3/29/2021 19:19,-0.0879245,6.4333345,-3.9453815,10.378716,0.910569291,-1.537559101,FALSE,FALSE,TRUE,FALSE,,,,,,
658,J7045,3/29/2021 19:19,0.1546346,20.1966054,-10.0531646,30.24977,1.125096606,-1.764661414,FALSE,FALSE,TRUE,FALSE,,,,,,
659,J7210,3/29/2021 19:19,12.10016,4.19249,-1.79377,5.98626,1.412163943,-1.527258389,FALSE,FALSE,TRUE,FALSE,,,,,,
660,J7212,3/29/2021 19:19,-3.882027,5.303074,-4.26025,9.563324,0.991339417,-1.662716379,FALSE,FALSE,TRUE,FALSE,,,,,,
661,J7216,3/29/2021 19:19,-0.4766277,7.2758347,-3.3728953,10.64873,0.751866947,-1.156175225,FALSE,FALSE,TRUE,FALSE,,,,,,
662,J7213,3/29/2021 19:19,5.683332,0.727434,-0.990443,1.717877,0.564643231,-0.708496243,TRUE,FALSE,TRUE,FALSE,,,,,,
663,J7192,3/29/2021 19:19,-0.03274842,8.30015542,-3.84785658,12.148012,1.470976393,-2.276253818,FALSE,FALSE,FALSE,FALSE,,,,,,
664,J7217,3/29/2021 19:19,0.7241233,0.6421797,-2.6459373,3.288117,0.513471663,-0.72362641,FALSE,FALSE,TRUE,FALSE,,,,,,
665,J7196,3/29/2021 12:20,8.242205,3.505525,-8.6468723,12.1523973,0.731973694,-0.813561306,FALSE,FALSE,TRUE,FALSE,,,,,,
666,J7184,3/29/2021 12:20,1.704397,6.044054,-2.931539,8.975593,0.314883499,-0.302908201,FALSE,FALSE,TRUE,TRUE,,,,,,
667,J7186,3/29/2021 12:20,3.905688,10.339702,-5.317585,15.657287,0.780873371,-0.98538491,FALSE,FALSE,TRUE,FALSE,,,,,,
668,J7201,3/29/2021 12:20,-5.354941,3.07968,-7.101239,10.180919,0.507336883,-1.177941524,FALSE,FALSE,TRUE,FALSE,,,,,,
669,J7203,3/29/2021 12:20,2.899921,6.243253,-2.1649441,8.4081971,1.166454145,-0.724896983,FALSE,FALSE,TRUE,FALSE,,,,,,
670,J7185,3/29/2021 12:20,-1.294251,3.806435,-1.707535,5.51397,0.259205265,-0.363401373,FALSE,FALSE,TRUE,TRUE,,,,,,
671,J7109,3/26/2021 19:00,-2.40252,0.363419,-0.715392,1.078811,0.328713216,-0.222244944,TRUE,FALSE,TRUE,TRUE,,,,,,
672,J7204,3/26/2021 14:28,9.044732,0.84936,-0.302366,1.151726,0.587632739,-0.748554439,TRUE,FALSE,TRUE,FALSE,,,,,,
673,J7194,3/26/2021 14:28,4.171738,5.331663,-2.054074,7.385737,1.260316328,-1.683524491,FALSE,FALSE,TRUE,FALSE,,,,,,
674,J7199,3/26/2021 14:28,-4.697493,1.727209,-5.308707,7.035916,0.739270453,-0.887082139,FALSE,FALSE,TRUE,FALSE,,,,,,
675,J7205,3/26/2021 14:28,-1.430981,10.480561,-4.160182,14.640743,1.103286108,-1.401417849,FALSE,FALSE,TRUE,FALSE,,,,,,
